business_id,name,address,city,state,latitude,longitude,review_id,user_id,date,text,adjusted_avg_rating,adjusted_rating,sentiment,adjusted_review_count
2LfbIS6K7jusVVgYYFtNIA,Hyon's Seafood & Restaurant,5600 Spruce St,Philadelphia,PA,39.9553977,-75.2341756,rb9E_tpXVZxh3Z2KRvMo2g,lewiCoUcBWz3ZylStuc0Tw,2015-11-21 21:13:53,I LOVE HYON'S!!!! Their food is awesome if you are in Philadelphia you should most definitely give them a try and the staff are very friendly.,3.666153846153846,5.0,positive,13
2LfbIS6K7jusVVgYYFtNIA,Hyon's Seafood & Restaurant,5600 Spruce St,Philadelphia,PA,39.9553977,-75.2341756,5SNF3e7PUQr3VwUJi1hAbA,nfIQoQSSOLEmKVwrGFWFMQ,2017-06-23 19:23:12,"I have been living in West Philly for about 3 years now and I don't know how I never heard of this place! This is an all-fried food heaven! Don't come here if you are on a diet or not a fan of fried food. However, if your heart and health allows you to treat yourself with a 'lil fried goodies every now and then, Hyon's is the place to go. 

They have a good selection of fried seafood and some fried chicken options (menu pictures posted). Food is made to order and platters are huge!! Also the price point is perfect and the kitchen seems clean! I can't say anything really bad about the place itself as I tried it and loved it. However, as you might notice, the neighborhood could be a little ""sketch"" time to time, which I find totally acceptable as you ll be there for 5 mins picking up your food.

Lastly, I haven't tried it myself but I can definitely see Hyon's as the place to order ""finger food"" for the occasional house party too!!!

*Giving it a 4 star because of the location. Food is just amazing..",3.666153846153846,3.47,neutral,13
2LfbIS6K7jusVVgYYFtNIA,Hyon's Seafood & Restaurant,5600 Spruce St,Philadelphia,PA,39.9553977,-75.2341756,yokbT_HYE5OevS1s5hucnA,cUB2WhICFuSe7DwXAIoo0g,2018-02-24 11:51:50,"This place will FOREVER get a bad rap because of it's location. But whatevs lol. The food is great. This is where you get all of your deep fried/fast food from. Hyon's has been around for years and years with two locations. This one amd the South Philly location. 

Cheesesteaks, fries, onion rings and those damn breaded WINGS! I don't know what they bread them with at all and it annoys me lol kidding. But the wings are so crispy and light ! 

Very clean store and everyone wears gloves. 

Hyon's is small/storefront. Small bench to wait but this place gets crowded and fast. Employees are very friendly and attentive. They know their customer's orders as they walk in the door. You can order specials or platters from the menu or order things a la carte. They really do have some of the best wings in the city. 

No online menu but I snagged a paper menu to start calling ahead of time.",3.666153846153846,3.51,neutral,13
2LfbIS6K7jusVVgYYFtNIA,Hyon's Seafood & Restaurant,5600 Spruce St,Philadelphia,PA,39.9553977,-75.2341756,e8bw092lmkGwL2VfmPQB8Q,TZtWzhHriP_mqxiv-9wfhQ,2018-08-20 13:53:48,"I have been going to Hyons for decades.  The food is good and the prices are even better.  I don't really care for seafood so i stick to the burgers, chicken fingers, and cheesesteaks. The only thing i don't like is that they bread their chicken.  I find that the chicken has no flavor and you really have to ""doctor it up""!",3.666153846153846,4.0,positive,13
2LfbIS6K7jusVVgYYFtNIA,Hyon's Seafood & Restaurant,5600 Spruce St,Philadelphia,PA,39.9553977,-75.2341756,gKqXpPqdqpdGmQtCX15qYw,9huYD7ta0J3oKrFZ75MYig,2018-09-13 14:09:29,"I always get the #8 flounder, wings, fries soooooo good best in the city since I was a kid.",3.666153846153846,5.0,positive,13
2LfbIS6K7jusVVgYYFtNIA,Hyon's Seafood & Restaurant,5600 Spruce St,Philadelphia,PA,39.9553977,-75.2341756,BBeZBV4ba19VFMPSYKSGkg,EPt0lxypUcU6E6xQH3ctvw,2018-12-07 16:45:00,This place trash. In every sense. Paid $30 for food couldn't even finish it. Food ass. One of the employees looked like a fiend.,3.666153846153846,1.0,negative,13
2LfbIS6K7jusVVgYYFtNIA,Hyon's Seafood & Restaurant,5600 Spruce St,Philadelphia,PA,39.9553977,-75.2341756,zxha3pROmLYg8McWhKiWVw,ZJOGRhBpVdLsPo_nKSFiNg,2019-03-04 22:37:24,"This used to be one of my favorite restaurants/hood spots but since the last few years their dood has fallen off dramatically. I mean the seafood is mushy at best while their famous fry batter is mediocre. The only thing that really hasn't lost its flavor or crunch would be the wings. Fair is fair and if I had to say if the was fair I would say ""HARDLY"". Dear Hyons please get rid of whomever is preparing what used to be your delicious food because brother it's the worst.

Signed a very close neighbor",3.666153846153846,2.0,negative,13
2LfbIS6K7jusVVgYYFtNIA,Hyon's Seafood & Restaurant,5600 Spruce St,Philadelphia,PA,39.9553977,-75.2341756,TG43_MxHumM1rcriCO5Z3w,zYrntQtEtkYtoPxxqUiQ4g,2019-03-15 14:48:13,I mean go for seafood the steak on the cheese steaks are actually real steak which you dont really see at these Urban spots,3.666153846153846,3.62,neutral,13
2LfbIS6K7jusVVgYYFtNIA,Hyon's Seafood & Restaurant,5600 Spruce St,Philadelphia,PA,39.9553977,-75.2341756,y2rlpkwJbmp2HX3ebz54Eg,I_s9EgNe8wdLCT4OtdYUDA,2019-05-12 15:48:14,best sea food in west philly.fast and nice.,3.666153846153846,5.0,positive,13
2LfbIS6K7jusVVgYYFtNIA,Hyon's Seafood & Restaurant,5600 Spruce St,Philadelphia,PA,39.9553977,-75.2341756,3SuLHYIsPYNBKIt1LprNtQ,t1BAE1r78QjuF8cH4kL8jA,2020-06-08 01:36:23,Love the full bred customer service I wish they had a bigger variety of fish but everything they got it is good,3.666153846153846,5.0,positive,13
2LfbIS6K7jusVVgYYFtNIA,Hyon's Seafood & Restaurant,5600 Spruce St,Philadelphia,PA,39.9553977,-75.2341756,_OwW2j4N4PqsqP0xJC6C6g,fNwEa93EONfIBvB5dLisRg,2021-03-13 12:52:08,I wasn't pleased with the service or my food. They were rushing and need more help to process the orders.,3.666153846153846,3.0,neutral,13
2LfbIS6K7jusVVgYYFtNIA,Hyon's Seafood & Restaurant,5600 Spruce St,Philadelphia,PA,39.9553977,-75.2341756,Y2B2NcyY2xL8TBEB1meJYA,EuMFWgEnd8HuQGxuUE8zpA,2021-05-06 20:35:42,I was in the mood for some breaded wings and crabstick's so i went to Hyons. Grew up on Hyons being as though ima West Philly Native. They still have that good flavor like in the 90's when i was a little kid. It was nostalgia eating here it took me back to my childhood they haven't missed a beat. The food was Great and the Staff was Friendly. They have the Best Breaded wings in the City Hands down.,3.666153846153846,4.45,positive,13
2LfbIS6K7jusVVgYYFtNIA,Hyon's Seafood & Restaurant,5600 Spruce St,Philadelphia,PA,39.9553977,-75.2341756,sSUqHm9kM6aMdc6cOud6dg,FNM3cyBEiHcC8fNhZBVbpQ,2021-06-23 11:55:23,"Hyon's was pretty good for what I ordered, wasn't the best but pretty average. Being from Southwest and hanging in West Philly a lot coming up as a kid, I always use to see this store but never ate from here until recently.

  Tell you this much, the amount of food you receive in a chicken wing special is more than enough for one person in my opinion. Even if you been REAL hungry.

  That special comes with 6wings, golden nicely cooked fries, and your choice is of cole slaw or pasta salad. Think for $11+

  So the prices definitely went up within the last 2yrs. Everything now is though cause of times so nothing big.

  I enjoyed my wings honestly. Didn't finish them but they were satisfying and tasted decent.

  Probably should've skipped on the crab sticks though but that was my fault cause I seen my cousin post some and I thought they would be good as his looked but they were just okay. Should've got the scallops like I originally was gonna do.

  Called my order in ahead of time so it was no long time to get my food.  When you get there if you want condiments, you put them on yourself.

  Everything is there so I put the ketchup, hot sauce, and little salt on both of my food.

  Friendly staff inside. They speak and acknowledge you so that's always points for any business.

  Have no complaints in general and yes I would come back, just would change my 2nd option.

  Hyon's definitely worth a visit if your around the way.",3.666153846153846,2.61,neutral,13
3z2QLrbqRVpjsXioButL-g,ABC Market,2710 S Park Ave,Tucson,AZ,32.1911964417,-110.9566955566,H0zjRhTJadQ7lXGHy9e3xw,SM6JNYGFkQvZAYaiWw9qgA,2013-06-14 20:09:34,"Ignore the dumpy market...at the very back, some damn tasty Chinese food is made...fresh ingredients, always cooked well.",3.702307692307692,4.0600000000000005,positive,13
3z2QLrbqRVpjsXioButL-g,ABC Market,2710 S Park Ave,Tucson,AZ,32.1911964417,-110.9566955566,2Ue1jONsOkUqwLFxu5MU9A,nte9q-csVjFc45e1QO_dsQ,2014-02-13 23:11:49,"My favorite Chinese food in Tucson! After trying various Chinese food restaurants I have to say this is the winner! The place might not be the most descent looking in appearance but don't let that fool you. They're food is freshly made; won't cook till you order. I love the lunch combos that run from 11am to 3pm. They come with 1 Egg Roll, Fried Rice and your choice of 1 entrée and soup.   Portion is very generous, totally worth the $6. Service is great, owners are very friendly. Domo (cashier) is always fun to talk to! It's totally worth giving it a try!!",3.702307692307692,5.0,positive,13
3z2QLrbqRVpjsXioButL-g,ABC Market,2710 S Park Ave,Tucson,AZ,32.1911964417,-110.9566955566,P_zjAk9uLY1FBb48rEjuWA,d0kLd-ENvX6P-pS_StWqeQ,2015-03-12 03:11:48,"I was surprised that this place has pretty good Americanized Chinese food. The market looks a little sketchy, but I gave this place a chance after hearing lots of recommendations from a former classmate. Don't let the exterior scare you away. The food is sold inside of the market. I'm not a big fan of Americanized Chinese food which is why I gave this place four stars; however, this place sure does beatout Panda Express!",3.702307692307692,2.88,neutral,13
3z2QLrbqRVpjsXioButL-g,ABC Market,2710 S Park Ave,Tucson,AZ,32.1911964417,-110.9566955566,HirW8Iw1ZnskKGrbYyPcfw,OMe2O0gzwX2PWRKUa3Gx3Q,2015-08-28 19:59:54,"I didn't think Chinese Food existed in Tucson! This no frills market with made to order specials at the back are affordable and freshly made. There are plenty of choices for lunch special (fried rice, choice of soup, entre and egg roll) or entres with steamed rice. The customer service is excellent and the food is delicious. We had the Mongolian beef (with chicken) and the chicken lo mein with both kinds of soup. We recommend the hot and sour.",3.702307692307692,4.0,positive,13
3z2QLrbqRVpjsXioButL-g,ABC Market,2710 S Park Ave,Tucson,AZ,32.1911964417,-110.9566955566,ApUJGDsmx-XoZb4dAYTscg,vEx2KTl1dqE_tyyAH1SGwA,2015-12-09 20:35:31,Except for the scary dirty front door I love this place if you stay away from anything that relies on fresh vegetables. Chicken Lo Mein and Chicken fried rice use breast meat and serve 4 for 14 bucks,3.702307692307692,3.63,neutral,13
3z2QLrbqRVpjsXioButL-g,ABC Market,2710 S Park Ave,Tucson,AZ,32.1911964417,-110.9566955566,ywdvKvYSsL7Fzf4b3iHmgg,wsLZOuA9OEbgtlphyukadQ,2016-02-29 18:57:01,I ordered general chows chicken. Very tasty lots of fresh vegetables. It's a hole in the wall but food is great,3.702307692307692,5.0,positive,13
3z2QLrbqRVpjsXioButL-g,ABC Market,2710 S Park Ave,Tucson,AZ,32.1911964417,-110.9566955566,Hl-98yChnBM8O194AzLUUA,Wgmpbw5L2CPJM_f6XRuEFw,2016-03-30 02:56:07,"Some amazingly good sweet and sour chicken!
I got the dinner plate that has the s&s chicken over steamed white rice and egg roll. The chicken pieces are huge, cooked perfectly and super fresh tasting. The egg roll was kinda weird but I'm picky with egg rolls. The crabpuffs are my favorite, they are so simple and delicious. I was kinda weirded out by the location because I went when it was dark but it was SO worth it! I just have to say be careful with the portions lol my boyfriend and I ordered a dinner plate each, a side of lo mein and crabpuffs and we basically could have shared it with 2 other people, more than half is left, and my bf could eat a small cow",3.702307692307692,3.26,neutral,13
3z2QLrbqRVpjsXioButL-g,ABC Market,2710 S Park Ave,Tucson,AZ,32.1911964417,-110.9566955566,h02_aHemvQNt4zf2Hxwl1w,oANEFElTMAi0hvo4e7bpjQ,2016-04-02 14:26:36,"For folks from other parts of Tucson, South Park does appear ""sketchy""  however ABC has been around forever.  Thanks to my daughter, I've been reacquainted with the ""Americanized food"" served here.  Folks are friendly and the cashier up frontprovides  quite pleasant conversation.  Love the lunch specials, and I recommend the pork fried rice.",3.702307692307692,4.0,positive,13
3z2QLrbqRVpjsXioButL-g,ABC Market,2710 S Park Ave,Tucson,AZ,32.1911964417,-110.9566955566,lZK-y_pJhX8v6ZnYw630og,xBJcS-8DPM4fqigYedYbgQ,2016-10-01 19:54:15,Very unfriendly almost hostile prices are very high for no apparent reason save your money for a real store,3.702307692307692,1.0,negative,13
3z2QLrbqRVpjsXioButL-g,ABC Market,2710 S Park Ave,Tucson,AZ,32.1911964417,-110.9566955566,vgVMWrsRcS2ccZdBQTUNIg,hVMJldwxBItbPQ1pnv9Jog,2016-12-07 12:16:35,I very much enjoyed the food and experience at the ABC. A nice walk from my motel made for a good appetite. Do not look for ambiance. Good conversation and a cook that cares about his craft are its specialties. Food was delicious.,3.702307692307692,4.0,positive,13
3z2QLrbqRVpjsXioButL-g,ABC Market,2710 S Park Ave,Tucson,AZ,32.1911964417,-110.9566955566,Jes27vXPpDkBq022a3eXiA,AJiu1H7ha_7FJCfc3q8vKg,2017-04-17 02:49:11,"Oh man! This place!!!!! Usually a New Year's Day hang over classic with my family, I had forgotten, lucky for me, 
I happened upon this delectable American style Chinese food the other night, while trying to check out the Sonoran hot dog place across the street, the hot dog spot was gone! Yep, Mexicans don't mess around with Easter, and I respect their devotion to their God, and them taking off to celebrate. Good stuff. Upon seeing my situation, I knew I had to act and act fast, looking out upon the horizon, ABC market glided into sight, the future was before me.
I started to lock my bike up outside the establishment, and was greeted by a very friendly lady who offered I take my bicycle into the safety of the building, I gladly took her up on this offer and proceeded inside. 
The utilitarian nature of the dining room appealed to me as I browsed the extensive menu. 
I decided on the orange chicken and the crab Rangoon, both of which were excellent and exactly what I expected! They also went to the trouble to pack my food for transport on my bike, in smaller containers, which is a nice touch, good people here.",3.702307692307692,4.109999999999999,positive,13
3z2QLrbqRVpjsXioButL-g,ABC Market,2710 S Park Ave,Tucson,AZ,32.1911964417,-110.9566955566,UdeW6YS_hCrBaeO19TISOw,s_JDz1gBlk8nDgwiFj9_cA,2017-06-19 07:24:37,"OK this is far from authentic or even good Chinese food, but it is what it is. It's fresh, tasty, and served hot and quickly. Nothing here is life changing, and it's not gonna make you slap yo Momma! But if you're in the hood and need a quick bite to eat, it will do in a pinch!
They also deliver which is a plus, and the portion sizes are surprisingly large. Plus this place has been around a long time.
So if your driving by and the mood for Americanized Chinese Food strikes you, stop in and grab a few dishes, it will do the job, and you won't leave hungry!",3.702307692307692,2.41,neutral,13
3z2QLrbqRVpjsXioButL-g,ABC Market,2710 S Park Ave,Tucson,AZ,32.1911964417,-110.9566955566,De10WUb5ObEBCXoH4gc4NQ,qi_v33sBPutpFRPsHlYDWw,2017-10-20 03:16:44,"I think this place is great! Don't let the location and inside scared ya, the people are so nice! The food is amazing, my husband got the dinner Mongolian Beef and I got the Moo Goo Gai Pan. Not too salty and not too bland. The proteins were soft and chewy, really good! I would honestly come again. The price was $13 for 2 dinner meals that filled us up. Comes with an eggroll as well.",3.702307692307692,4.779999999999999,positive,13
47BUtVOXhP678iAO3_x1wg,Southern Comforts,229 Plaza Blvd,Morrisville,PA,40.2064421666,-74.8010412,ScRoDOyBJ2vtlbEn2VsQrA,OO8MzBPFKEUUhbhiMCczbA,2020-08-15 23:25:02,"Stop what you are doing and go get RIBS with YAMS at Southern comfort's immediately. This food is absolutely amazing. My wife and I have ordered here on several occasions and have gotten equally amazing results each time. You get so many flavor layers and textures that it'a hard to say which part of the meal is best because it's all so good. 
The RIBS have a moist thick meat that do not disappoint on size or flavor combined with the barbecue sauce that rivals some of the best around. It goes perfectly together and the sweetness of the YAMS gives a good offset of sweet with a tiny bit of subtle heat that comes through quite nicely.
My wife got a Ruben that had a flavorful crispy bread, fresh meats and a total package that would give your finest deli a run for its money.

As far as price point it really speaks volumes that you can get a big ass, man sized, watch out now meal, for half the cost I paid for my Chinese the other night regrettably. The value is there in these meals. Portion to dollar size is beyond what you'd expect and to get something so good for not a lot is the best.

Can't wait to eat here again!",4.279285714285714,5.0,positive,14
47BUtVOXhP678iAO3_x1wg,Southern Comforts,229 Plaza Blvd,Morrisville,PA,40.2064421666,-74.8010412,KxAgN-fEar_U1Ab6I67Bkg,FOXNHtsbDShlEC-rUuFJKw,2020-09-27 15:19:06,"Awesome food and owners, support your local businesses! Ribs, Mac and Cheese and Stuffing platter for 11.50, so worth it.",4.279285714285714,5.0,positive,14
